日期,大区,产品品类,产品名称,渠道类型,销量,销售额,营销费用
2025-01-27 06:17:04.044808961,华东大区,汽车零部件,轻量化轮毂,线下直销,49,54028.95,6948.48
2025-01-27 08:41:57.623524705,华东大区,医疗耗材,高分子医用导管,线上电商,75,11322.97,1203.44
2025-01-27 11:06:51.202240448,华南大区,汽车零部件,精密齿轮,渠道分销,72,85267.84,12376.71
2025-01-27 13:31:44.780956191,华北大区,智能硬件,激光传感器,线下直销,84,24096.43,2349.05
2025-01-27 15:56:38.359671934,华北大区,汽车零部件,液压底盘件,线上电商,53,65896.47,5592.3
2025-01-27 18:21:31.938387677,华东大区,智能硬件,智能手环V2,渠道分销,59,16501.01,2007.33
2025-01-27 20:46:25.517103420,华东大区,智能硬件,车载智能模块,线上电商,76,20836.79,2342.42
2025-01-27 23:11:19.095819164,华东大区,智能硬件,智能手环V2,线上电商,42,12381.48,1703.78
2025-01-28 01:36:12.674534907,华南大区,医疗耗材,诊断试剂盒,线上电商,65,9361.69,976.13
2025-01-28 04:01:06.253250650,华南大区,汽车零部件,液压底盘件,渠道分销,70,82500.04,6793.04
2025-01-28 06:25:59.831966393,华东大区,汽车零部件,精密齿轮,线上电商,45,59285.99,7696.33
2025-01-28 08:50:53.410682136,华东大区,智能硬件,激光传感器,线上电商,57,16065.8,1690.65
2025-01-28 11:15:46.989397879,华南大区,医疗耗材,高分子医用导管,线上电商,49,6657.18,857.5
2025-01-28 13:40:40.568113622,华东大区,智能硬件,车载智能模块,渠道分销,91,25328.58,3383.43
2025-01-28 16:05:34.146829366,华东大区,汽车零部件,精密齿轮,渠道分销,90,102445.42,11350.04
2025-01-28 18:30:27.725545109,华东大区,汽车零部件,轻量化轮毂,线下直销,74,96611.2,12352.58
2025-01-28 20:55:21.304260852,华东大区,智能硬件,智能手环V2,线下直销,28,7592.26,979.11
2025-01-28 23:20:14.882976595,华南大区,智能硬件,智能手环V2,线下直销,59,16454.68,1827.69
2025-01-29 01:45:08.461692338,华南大区,汽车零部件,液压底盘件,线上电商,15,17587.13,2565.81
2025-01-29 04:10:02.040408081,华南大区,智能硬件,车载智能模块,渠道分销,85,24613.44,3472.99
2025-01-29 06:34:55.619123824,华东大区,医疗耗材,诊断试剂盒,线上电商,93,14177.9,1642.8
2025-01-29 08:59:49.197839568,华东大区,汽车零部件,液压底盘件,线上电商,39,43454.51,4428.35
2025-01-29 11:24:42.776555311,华南大区,智能硬件,激光传感器,线下直销,98,30217.54,4107.36
2025-01-29 13:49:36.355271054,华东大区,汽车零部件,液压底盘件,线上电商,96,116302.75,11306.87
2025-01-29 16:14:29.933986797,华南大区,智能硬件,智能手环V2,线下直销,16,5016.44,665.79
2025-01-29 18:39:23.512702540,华东大区,汽车零部件,精密齿轮,线下直销,92,106063.06,14187.28
2025-01-29 21:04:17.091418283,西部大区,汽车零部件,液压底盘件,线上电商,71,81528.63,6933.43
2025-01-29 23:29:10.670134027,华南大区,汽车零部件,精密齿轮,线下直销,86,93658.7,12670.52
2025-01-30 01:54:04.248849770,华东大区,汽车零部件,精密齿轮,线下直销,92,103286.14,15429.76
2025-01-30 04:18:57.827565513,华南大区,智能硬件,智能手环V2,线下直销,47,14502.33,1617.29
2025-01-30 06:43:51.406281256,华东大区,汽车零部件,液压底盘件,渠道分销,82,91565.98,8431.24
2025-01-30 09:08:44.984996999,华南大区,汽车零部件,液压底盘件,渠道分销,49,58390.22,4733.49
2025-01-30 11:33:38.563712742,华东大区,汽车零部件,液压底盘件,线上电商,27,29778.49,4375.97
2025-01-30 13:58:32.142428485,华东大区,医疗耗材,诊断试剂盒,线下直销,60,9575.49,1433.75
2025-01-30 16:23:25.721144229,华南大区,智能硬件,智能手环V2,线下直销,50,15562.86,1956.53
2025-01-30 18:48:19.299859972,华东大区,智能硬件,智能手环V2,线下直销,87,28126.84,2491.24
2025-01-30 21:13:12.878575715,西部大区,智能硬件,激光传感器,渠道分销,98,29486.41,3358.77
2025-01-30 23:38:06.457291458,华南大区,汽车零部件,精密齿轮,线下直销,35,40369.83,4909.69
2025-01-31 02:03:00.036007201,华北大区,医疗耗材,诊断试剂盒,线上电商,73,10094.83,1413.22
2025-01-31 04:27:53.614722944,华东大区,汽车零部件,液压底盘件,线下直销,66,74049.83,10313.65
2025-01-31 06:52:47.193438687,华北大区,智能硬件,激光传感器,线下直销,79,25593.01,2986.69
2025-01-31 09:17:40.772154431,华南大区,智能硬件,车载智能模块,渠道分销,26,7786.05,998.99
2025-01-31 11:42:34.350870174,华南大区,医疗耗材,高分子医用导管,线上电商,89,12077.69,1342.91
2025-01-31 14:07:27.929585917,华东大区,汽车零部件,轻量化轮毂,线下直销,12,13279.89,1842.66
2025-01-31 16:32:21.508301660,华北大区,智能硬件,激光传感器,线下直销,28,8958.11,1049.68
2025-01-31 18:57:15.087017403,华南大区,医疗耗材,诊断试剂盒,线下直销,58,8553.85,930.48
2025-01-31 21:22:08.665733146,华南大区,汽车零部件,液压底盘件,渠道分销,52,59882.3,7706.76
2025-01-31 23:47:02.244448889,华南大区,医疗耗材,高分子医用导管,渠道分销,90,13448.82,1416.7
2025-02-01 02:11:55.823164633,西部大区,汽车零部件,液压底盘件,渠道分销,14,17870.84,1725.62
2025-02-01 04:36:49.401880376,华南大区,汽车零部件,精密齿轮,线下直销,86,107437.67,11695.3
2025-02-01 07:01:42.980596119,华东大区,汽车零部件,精密齿轮,线下直销,53,57291.88,7809.83
2025-02-01 09:26:36.559311862,华东大区,智能硬件,智能手环V2,线下直销,32,9765.62,817.35
2025-02-01 11:51:30.138027605,华北大区,汽车零部件,精密齿轮,渠道分销,91,109335.6,14078.44
2025-02-01 14:16:23.716743348,华北大区,汽车零部件,精密齿轮,线上电商,46,54603.84,6495.04
2025-02-01 16:41:17.295459092,华北大区,智能硬件,激光传感器,线下直销,86,25256.96,2889.87
2025-02-01 19:06:10.874174835,华南大区,智能硬件,激光传感器,线下直销,78,23024.88,2153.83
2025-02-01 21:31:04.452890578,华东大区,汽车零部件,精密齿轮,渠道分销,41,52237.32,6167.55
2025-02-01 23:55:58.031606321,华东大区,医疗耗材,高分子医用导管,线上电商,64,8936.38,861.27
2025-02-02 02:20:51.610322064,华东大区,智能硬件,智能手环V2,线下直销,82,23257.73,3232.42
2025-02-02 04:45:45.189037807,华东大区,智能硬件,车载智能模块,线上电商,51,15023.99,1920.95
2025-02-02 07:10:38.767753550,华东大区,智能硬件,智能手环V2,渠道分销,95,29599.41,2610.92
2025-02-02 09:35:32.346469294,华东大区,汽车零部件,轻量化轮毂,渠道分销,52,61957.73,9004.58
2025-02-02 12:00:25.925185037,华东大区,医疗耗材,诊断试剂盒,线下直销,89,13551.28,1784.05
2025-02-02 14:25:19.503900780,华北大区,医疗耗材,诊断试剂盒,渠道分销,91,14145.69,1657.5
2025-02-02 16:50:13.082616523,华东大区,汽车零部件,轻量化轮毂,线下直销,80,91662.29,13331.66
2025-02-02 19:15:06.661332266,华北大区,汽车零部件,轻量化轮毂,线上电商,85,98633.64,13545.75
2025-02-02 21:40:00.240048009,华东大区,汽车零部件,轻量化轮毂,线下直销,51,62176.88,7744.88
2025-02-03 00:04:53.818763752,华东大区,智能硬件,智能手环V2,线下直销,25,7365.86,960.45
2025-02-03 02:29:47.397479496,华北大区,汽车零部件,精密齿轮,线上电商,17,19937.81,1641.1
2025-02-03 04:54:40.976195239,华东大区,智能硬件,车载智能模块,线上电商,82,23810.08,3004.65
2025-02-03 07:19:34.554910982,华南大区,汽车零部件,液压底盘件,线上电商,69,81016.11,11483.66
2025-02-03 09:44:28.133626725,华东大区,汽车零部件,液压底盘件,渠道分销,47,51044.79,5901.27
2025-02-03 12:09:21.712342468,华东大区,智能硬件,车载智能模块,线上电商,27,7662.83,1059.65
2025-02-03 14:34:15.291058211,华南大区,智能硬件,智能手环V2,线上电商,99,28171.34,2893.83
2025-02-03 16:59:08.869773954,西部大区,汽车零部件,轻量化轮毂,渠道分销,35,41968.32,4244.14
2025-02-03 19:24:02.448489698,华南大区,汽车零部件,精密齿轮,渠道分销,88,108360.46,14521.29
2025-02-03 21:48:56.027205441,华南大区,智能硬件,车载智能模块,线上电商,81,23193.82,2240.64
2025-02-04 00:13:49.605921184,华南大区,智能硬件,车载智能模块,线下直销,15,4336.46,588.67
2025-02-04 02:38:43.184636927,华东大区,汽车零部件,轻量化轮毂,线下直销,95,119880.87,13289.48
2025-02-04 05:03:36.763352670,华南大区,汽车零部件,轻量化轮毂,线下直销,74,87475.7,9765.04
2025-02-04 07:28:30.342068413,华东大区,医疗耗材,高分子医用导管,线上电商,46,7551.95,1055.76
2025-02-04 09:53:23.920784157,西部大区,医疗耗材,高分子医用导管,渠道分销,52,7532.49,975.85
2025-02-04 12:18:17.499499900,华南大区,医疗耗材,高分子医用导管,线下直销,73,10811.12,1134.52
2025-02-04 14:43:11.078215643,华东大区,汽车零部件,轻量化轮毂,线上电商,42,46526.59,3767.83
2025-02-04 17:08:04.656931386,华东大区,智能硬件,激光传感器,线上电商,78,25639.67,2748.02
2025-02-04 19:32:58.235647129,华南大区,汽车零部件,轻量化轮毂,线下直销,72,84036.89,7095.68
2025-02-04 21:57:51.814362872,华北大区,汽车零部件,液压底盘件,线上电商,87,108652.06,12157.41
2025-02-05 00:22:45.393078615,华南大区,医疗耗材,诊断试剂盒,线上电商,46,6704.19,794.8
2025-02-05 02:47:38.971794359,华南大区,汽车零部件,轻量化轮毂,线下直销,60,66001.35,6873.06
2025-02-05 05:12:32.550510102,华南大区,汽车零部件,液压底盘件,渠道分销,24,26076.09,3826.96
2025-02-05 07:37:26.129225845,华南大区,智能硬件,智能手环V2,线上电商,62,18516.58,2504.47
2025-02-05 10:02:19.707941588,华南大区,医疗耗材,诊断试剂盒,渠道分销,98,13260.06,1684.48
2025-02-05 12:27:13.286657331,华南大区,智能硬件,激光传感器,渠道分销,65,20975.43,2991.74
2025-02-05 14:52:06.865373074,华东大区,医疗耗材,诊断试剂盒,线下直销,67,9708.77,1163.26
2025-02-05 17:17:00.444088817,华北大区,智能硬件,智能手环V2,线下直销,74,23763.44,2953.38
2025-02-05 19:41:54.022804561,华南大区,汽车零部件,液压底盘件,线下直销,56,64295.51,5685.93
2025-02-05 22:06:47.601520304,华东大区,智能硬件,智能手环V2,渠道分销,17,5364.54,583.5
2025-02-06 00:31:41.180236047,华东大区,智能硬件,激光传感器,渠道分销,67,20171.36,2919.88
2025-02-06 02:56:34.758951790,华东大区,汽车零部件,轻量化轮毂,线上电商,93,110282.35,13922.29
2025-02-06 05:21:28.337667533,西部大区,智能硬件,智能手环V2,线下直销,22,6182.43,777.62
2025-02-06 07:46:21.916383276,华东大区,智能硬件,激光传感器,线上电商,81,24656.25,2414.18
2025-02-06 10:11:15.495099019,华南大区,医疗耗材,诊断试剂盒,线下直销,85,12755.95,1202.84
2025-02-06 12:36:09.073814763,华南大区,智能硬件,车载智能模块,线上电商,75,24086.84,2596.01
2025-02-06 15:01:02.652530506,华东大区,医疗耗材,高分子医用导管,线下直销,43,6635.84,778.76
2025-02-06 17:25:56.231246249,华北大区,汽车零部件,轻量化轮毂,线上电商,14,18293.28,2499.68
2025-02-06 19:50:49.809961992,华东大区,智能硬件,车载智能模块,线下直销,51,15042.99,1854.39
2025-02-06 22:15:43.388677735,华南大区,汽车零部件,精密齿轮,渠道分销,51,58735.55,5487.08
2025-02-07 00:40:36.967393478,华东大区,汽车零部件,轻量化轮毂,线上电商,79,88021.24,8598.83
2025-02-07 03:05:30.546109222,华南大区,汽车零部件,轻量化轮毂,线下直销,97,120003.74,16543.7
2025-02-07 05:30:24.124824965,华东大区,智能硬件,智能手环V2,线下直销,45,12625.17,1661.98
2025-02-07 07:55:17.703540708,华东大区,智能硬件,激光传感器,渠道分销,13,4124.49,471.48
2025-02-07 10:20:11.282256451,华东大区,汽车零部件,液压底盘件,线上电商,58,65805.19,5748.39
2025-02-07 12:45:04.860972194,华北大区,智能硬件,激光传感器,线下直销,42,11444.94,1140.19
2025-02-07 15:09:58.439687937,华南大区,智能硬件,车载智能模块,渠道分销,21,6380.94,816.57
2025-02-07 17:34:52.018403680,华南大区,医疗耗材,诊断试剂盒,渠道分销,52,7183.01,885.45
2025-02-07 19:59:45.597119424,华南大区,智能硬件,车载智能模块,渠道分销,40,11061.09,1597.43
2025-02-07 22:24:39.175835167,华东大区,医疗耗材,高分子医用导管,线下直销,51,8244.54,991.64
2025-02-08 00:49:32.754550910,华东大区,医疗耗材,高分子医用导管,线下直销,58,9147.39,734.6
2025-02-08 03:14:26.333266653,华北大区,智能硬件,智能手环V2,渠道分销,55,17063.51,1630.42
2025-02-08 05:39:19.911982396,华东大区,医疗耗材,诊断试剂盒,渠道分销,27,3771.11,532.37
2025-02-08 08:04:13.490698139,华北大区,汽车零部件,精密齿轮,渠道分销,40,48224.6,5612.0
2025-02-08 10:29:07.069413882,华东大区,医疗耗材,诊断试剂盒,线上电商,64,10169.38,1319.03
2025-02-08 12:54:00.648129626,华东大区,智能硬件,激光传感器,渠道分销,79,23018.84,3054.22
2025-02-08 15:18:54.226845369,华北大区,汽车零部件,轻量化轮毂,线上电商,74,93205.62,11317.01
2025-02-08 17:43:47.805561112,华南大区,汽车零部件,精密齿轮,线上电商,28,32137.26,4626.72
2025-02-08 20:08:41.384276855,华南大区,智能硬件,车载智能模块,线下直销,32,9091.55,1213.42
2025-02-08 22:33:34.962992598,西部大区,汽车零部件,精密齿轮,线上电商,64,73699.59,9055.47
2025-02-09 00:58:28.541708341,华北大区,智能硬件,激光传感器,线下直销,10,3000.47,431.74
2025-02-09 03:23:22.120424084,华南大区,智能硬件,激光传感器,线上电商,82,26941.07,2922.91
2025-02-09 05:48:15.699139828,华东大区,智能硬件,车载智能模块,线下直销,10,3113.58,396.86
2025-02-09 08:13:09.277855571,华东大区,智能硬件,激光传感器,渠道分销,96,27882.46,3705.43
2025-02-09 10:38:02.856571314,华南大区,汽车零部件,精密齿轮,线下直销,78,101039.36,12312.47
2025-02-09 13:02:56.435287057,西部大区,医疗耗材,高分子医用导管,线上电商,39,5343.16,578.64
2025-02-09 15:27:50.014002800,华东大区,智能硬件,激光传感器,线上电商,18,4914.7,402.43
2025-02-09 17:52:43.592718543,华南大区,医疗耗材,诊断试剂盒,线下直销,40,6135.78,638.01
2025-02-09 20:17:37.171434287,西部大区,医疗耗材,高分子医用导管,线下直销,85,11650.13,1599.88
2025-02-09 22:42:30.750150030,华南大区,汽车零部件,精密齿轮,线下直销,88,97579.37,13763.73
2025-02-10 01:07:24.328865773,华南大区,智能硬件,车载智能模块,线下直销,44,11998.46,1191.41
2025-02-10 03:32:17.907581516,华南大区,医疗耗材,诊断试剂盒,线下直销,72,10345.7,1471.43
2025-02-10 05:57:11.486297259,华南大区,汽车零部件,轻量化轮毂,渠道分销,63,80246.76,9513.57
2025-02-10 08:22:05.065013002,西部大区,汽车零部件,轻量化轮毂,渠道分销,36,45742.74,5491.3
2025-02-10 10:46:58.643728745,华东大区,汽车零部件,液压底盘件,线上电商,24,29298.04,3778.2
2025-02-10 13:11:52.222444489,华北大区,智能硬件,激光传感器,线上电商,81,25911.99,2526.4
2025-02-10 15:36:45.801160232,华南大区,汽车零部件,液压底盘件,线下直销,15,16673.7,1553.24
2025-02-10 18:01:39.379875975,华东大区,智能硬件,智能手环V2,线上电商,20,5495.98,542.96
2025-02-10 20:26:32.958591718,华北大区,智能硬件,激光传感器,线上电商,56,16301.84,1466.63
2025-02-10 22:51:26.537307461,华东大区,智能硬件,智能手环V2,线上电商,55,16272.33,1434.99
2025-02-11 01:16:20.116023204,华北大区,汽车零部件,液压底盘件,线下直销,96,105790.81,14345.16
2025-02-11 03:41:13.694738947,华东大区,智能硬件,智能手环V2,线下直销,28,9171.3,1196.6
2025-02-11 06:06:07.273454691,华南大区,智能硬件,激光传感器,线上电商,58,16429.72,2289.64
2025-02-11 08:31:00.852170434,华南大区,汽车零部件,精密齿轮,线上电商,81,90247.7,9762.18
2025-02-11 10:55:54.430886177,西部大区,智能硬件,车载智能模块,线上电商,63,17350.19,2118.81
2025-02-11 13:20:48.009601920,华东大区,医疗耗材,诊断试剂盒,线下直销,13,2007.41,210.78
2025-02-11 15:45:41.588317663,华北大区,汽车零部件,精密齿轮,渠道分销,96,124964.02,13545.96
2025-02-11 18:10:35.167033406,华北大区,医疗耗材,高分子医用导管,渠道分销,40,6218.86,871.49
2025-02-11 20:35:28.745749150,华东大区,医疗耗材,诊断试剂盒,线下直销,70,11028.4,1414.02
2025-02-11 23:00:22.324464893,华东大区,汽车零部件,精密齿轮,线下直销,23,26391.11,3178.39
2025-02-12 01:25:15.903180636,华南大区,智能硬件,激光传感器,线下直销,28,8904.58,1106.74
2025-02-12 03:50:09.481896379,华东大区,智能硬件,智能手环V2,线上电商,10,3019.95,429.78
2025-02-12 06:15:03.060612122,华南大区,医疗耗材,高分子医用导管,线下直销,67,10125.29,874.17
2025-02-12 08:39:56.639327865,华北大区,智能硬件,智能手环V2,线上电商,27,8130.56,1156.25
2025-02-12 11:04:50.218043608,华北大区,智能硬件,激光传感器,渠道分销,64,17355.6,2111.81
2025-02-12 13:29:43.796759352,华东大区,医疗耗材,诊断试剂盒,线上电商,52,7798.92,864.36
